meddra_id,meddra_name,meddra_term_type
10018386,Glossitis,PT
10018388,Glossodynia,PT
10018394,"Glottic spasm",LLT
10018404,Glucagonoma,PT
10018426,"Glucose tolerance abnormal",LLT
10018429,"Glucose tolerance impaired",PT
10018444,"Glucose-6-phosphate dehydrogenase deficiency",PT
10018473,Glycosuria,PT
10018491,Goiter,LLT
10018498,Goitre,PT
10018604,Gonorrhea,LLT
10018612,Gonorrhoea,PT
10018620,"Goodpasture's syndrome",PT
10018627,Gout,PT
10018634,"Gouty arthritis",PT
10018650,"Graft rejection",LLT
10018651,"Graft versus host disease",PT
10018658,"Grand mal",LLT
10018659,"Grand mal convulsion",LLT
10018663,"Grand mal seizure",LLT
10018675,"Granulation tissue",LLT
10018687,Granulocytopenia,PT
10018691,Granuloma,PT
10018695,"Granuloma NOS",LLT
10018703,"Granulomatous lesion",LLT
10018704,"Granulomatous liver disease",PT
10018706,"Graves' disease",PT
10018708,Gravida,LLT
10018712,"Gravitational edema",LLT
10018713,"Gravitational oedema",PT
10018722,"Grey syndrome",LLT
10018735,"Groin pain",PT
10018745,"Growing pains",PT
10018751,"Growth hormone hyposecretion",LLT
10018761,"Growth suppression",LLT
10018766,"Guillain Barre syndrome",LLT
10018767,"Guillain-Barre syndrome",PT
10018780,"Gum hyperplasia",LLT
10018799,GVHD,LLT
10018800,Gynaecomastia,PT
10018801,Gynecomastia,LLT
10018814,Haemangioma,PT
10018821,"Haemangioma of liver",PT
10018829,Haemarthrosis,PT
10018830,Haematemesis,PT
10018836,Haematochezia,PT
10018852,Haematoma,PT
10018866,Haematospermia,PT
10018867,Haematuria,PT
10018869,"Haematuria microscopic",LLT
10018872,Haemochromatosis,PT
10018873,Haemoconcentration,PT
10018901,Haemoglobinaemia,PT
10018906,Haemoglobinuria,PT
10018910,Haemolysis,PT
10018916,"Haemolytic anaemia",PT
10018932,"Haemolytic uraemic syndrome",PT
10018933,"Haemolytic-uraemic syndrome",LLT
10018934,Haemopericardium,LLT
10018937,"Haemophilia A",LLT
10018952,"Haemophilus influenzae infection",LLT
10018958,"Haemophilus pneumonia",LLT
10018964,Haemoptysis,PT
10018967,"Haemorrhage abnormal",LLT
10018981,"Haemorrhage in pregnancy",PT
10018985,"Haemorrhage intracranial",PT
10018988,"Haemorrhage NOS",LLT
10018991,"Haemorrhage of digestive tract",LLT
10018999,"Haemorrhage subcutaneous",PT
10019002,"Haemorrhage symptom",LLT
10019005,"Haemorrhagic cerebral infarction",PT
10019009,"Haemorrhagic disorder",PT
10019016,"Haemorrhagic stroke",PT
10019022,Haemorrhoids,PT
10019024,Haemosiderosis,PT
10019027,Haemothorax,PT
10019030,"Hair colour changes",PT
10019033,"Hair depigmented",LLT
10019034,"Hair discoloration",LLT
10019037,"Hair disorder",PT
10019040,"Hair dryness",LLT
10019044,"Hair growth abnormal",PT
10019045,"Hair loss",LLT
10019046,"Hair plucking",LLT
10019049,"Hair texture abnormal",PT
10019050,"Hair thinning",LLT
10019052,Hairiness,LLT
10019053,"Hairy cell leukaemia",PT
10019058,Halitosis,LLT
10019063,Hallucination,PT
10019064,"Hallucination auditory",LLT
10019068,"Hallucination visual",LLT
10019070,"Hallucination, auditory",PT
10019075,"Hallucination, visual",PT
10019077,Hallucinations,LLT
10019099,"Halo vision",PT
10019107,"Hamman-Rich syndrome",LLT
10019111,"Hand and foot syndrome",LLT
10019113,"Hand-foot-and-mouth disease",PT
10019114,"Hand fracture",PT
10019116,"Hand pain",LLT
10019126,"Hand-and-foot syndrome",LLT
10019132,"Hands weakness of",LLT
10019133,Hangover,PT
10019136,"Hangover effect",LLT
10019155,"Harada's disease",LLT
10019194,"Head discomfort",PT
10019196,"Head injury",PT
10019200,"Head pressure",LLT
10019204,"Head throbbing",LLT
10019211,Headache,PT
10019218,"Headache NOS",LLT
10019236,"Healing abnormal",LLT
10019238,"Healing delayed",LLT
10019241,"Hearing decreased",LLT
10019245,"Hearing impaired",LLT
10019246,"Hearing loss",LLT
10019247,"Hearing reduced",LLT
10019249,"Heart arrest",LLT
10019250,"Heart attack",LLT
10019252,"Heart block",LLT
10019268,"Heart block second degree",LLT
10019277,"Heart disorder",LLT
10019279,"Heart failure",LLT
10019326,Heartburn,LLT
10019339,"Heat intolerance",LLT
10019342,"Heat prostration",LLT
10019343,"Heat rash",LLT
10019345,"Heat stroke",PT
10019348,"Heaviness in extremities",LLT
10019349,"Heaviness in limbs",LLT
10019362,"Heavy sweating",LLT
10019372,"Heinz bodies",PT
10019377,"Helicobacter pylori infection",LLT
10019386,Hemangioma,LLT
10019409,Hemarthrosis,LLT
10019418,Hematemesis,LLT
10019428,Hematoma,LLT
10019434,"Hematoma NOS",LLT
10019450,Hematuria,LLT
10019452,Hemianopia,PT
10019456,"Hemianopia homonymous",PT
10019465,Hemiparesis,PT
10019468,Hemiplegia,PT
10019478,Hemochromatosis,LLT
10019489,Hemoglobinuria,LLT
10019491,Hemolysis,LLT
10019493,"Hemolytic anemia",LLT
10019515,"Hemolytic uremic syndrome",LLT
10019516,"Hemolytic-uremic syndrome",LLT
10019517,Hemopericardium,LLT
10019518,Hemoperitoneum,LLT
10019523,Hemoptysis,LLT
10019524,Hemorrhage,LLT
10019552,"Hemorrhage intracranial",LLT
10019591,"Hemorrhage urinary tract",LLT
10019598,"Hemorrhagic cystitis",LLT
10019607,"Hemorrhagic pancreatitis",LLT
10019611,Hemorrhoids,LLT
10019614,Hemothorax,LLT
10019616,Henoch-Schonlein,LLT
10019617,"Henoch-Schonlein purpura",PT
10019629,"Hepatic adenoma",PT
10019636,"Hepatic artery thrombosis",PT
10019641,"Hepatic cirrhosis",PT
10019645,"Hepatic congestion",LLT
10019646,"Hepatic cyst",PT
10019648,"Hepatic damage",LLT
10019650,"Hepatic disease",LLT
10019660,"Hepatic encephalopathy",PT
10019663,"Hepatic failure",PT
10019668,"Hepatic fibrosis",PT
10019670,"Hepatic function abnormal",PT
10019674,"Hepatic function disorder",LLT
10019677,"Hepatic haemorrhage",PT
10019692,"Hepatic necrosis",PT
10019694,"Hepatic neoplasia",LLT
10019695,"Hepatic neoplasm",PT
10019697,"Hepatic neoplasm malignant",LLT
10019705,"Hepatic pain",PT
10019708,"Hepatic steatosis",PT
10019713,"Hepatic vein thrombosis",PT
10019717,Hepatitis,PT
10019719,"Hepatitis A",PT
10019727,"Hepatitis acute",PT
10019731,"Hepatitis B",PT
10019744,"Hepatitis C",PT
10019754,"Hepatitis cholestatic",PT
10019762,"Hepatitis D",PT
10019768,"Hepatitis E",PT
10019771,"Hepatitis F",PT
10019772,"Hepatitis fulminant",PT
10019773,"Hepatitis G",PT
10019776,"Hepatitis H",PT
10019795,"Hepatitis toxic",PT
10019828,"Hepatocellular carcinoma non-resectable",LLT
10019831,"Hepatocellular damage",LLT
10019837,"Hepatocellular injury",PT
10019842,Hepatomegaly,PT
10019846,"Hepatorenal syndrome",PT
10019847,Hepatosplenomegaly,PT
10019851,Hepatotoxicity,PT
10019878,"Hereditary fructose intolerance",PT
10019909,Hernia,PT
10019941,"Herpes infection",LLT
10019942,"Herpes labialis",LLT
10019948,"Herpes simplex",PT
10019953,"Herpes simplex encephalitis",PT
10019973,"Herpes virus infection",PT
10019974,"Herpes zoster",PT
10019983,"Herpes zoster ophthalmic",LLT
10019998,"Herpetic keratitis",LLT
10020008,"Herxheimer's reaction",LLT
10020024,"Hiatal hernia",LLT
10020028,"Hiatus hernia",PT
10020037,Hiccough,LLT
10020038,Hiccup,LLT
10020039,Hiccups,PT
10020040,Hidradenitis,PT
10020041,"Hidradenitis suppurativa",LLT
10020066,"High frequency deafness",LLT
10020100,"Hip fracture",PT
10020112,Hirsutism,PT
10020117,Histiocytosis,PT
10020160,"HIV disease",LLT
10020161,"HIV infection",PT
10020197,Hives,LLT
10020201,Hoarseness,LLT
10020206,"Hodgkin's disease",PT
10020328,"Hodgkin's lymphoma",LLT
10020352,"Holmes-Adie pupil",PT
10020377,Hordeolum,PT
10020392,"Horner's syndrome",PT
10020400,Hostility,PT
10020407,"Hot flashes",LLT
10020408,"Hot flushes",LLT
10020410,"Hot flushes facial",LLT
10020413,"Hot flushes NOS",LLT
10020462,"Humerus fracture",PT
10020466,Hunger,PT
10020467,"Hunger abnormal",LLT
10020488,Hydrocele,PT
10020508,Hydrocephalus,PT
10020524,Hydronephrosis,PT
10020549,Hypalgesia,LLT
10020553,Hyperacidity,LLT
10020554,Hyperactive,LLT
10020558,Hyperactivity,LLT
10020559,Hyperacusis,PT
10020565,Hyperaemia,PT
10020568,Hyperaesthesia,PT
10020573,Hyperalgesia,LLT
10020575,Hyperammonaemia,PT
10020576,Hyperammonemia,LLT
10020578,Hyperbilirubinaemia,PT
10020582,Hyperbilirubinemia,LLT
10020583,Hypercalcaemia,PT
10020587,Hypercalcemia,LLT
10020590,Hypercalciuria,PT
10020591,Hypercapnia,PT
10020597,Hyperchloraemia,PT
10020598,"Hyperchloraemic acidosis",LLT
10020599,Hyperchloremia,LLT
10020601,Hyperchlorhydria,PT
10020602,Hypercholesteremia,LLT
10020603,Hypercholesterolaemia,PT
10020604,Hypercholesterolemia,LLT
10020605,"Hyperchromic anaemia",PT
10020608,Hypercoagulation,PT
10020611,Hypercortisolism,LLT
10020619,Hyperemia,LLT
10020622,Hyperesthesia,LLT
10020625,Hyperexcitability,LLT
10020635,Hyperglycaemia,PT
10020637,"Hyperglycaemia NOS",LLT
10020639,Hyperglycemia,LLT
10020642,Hyperhidrosis,PT
10020643,Hyperinsulinemia,LLT
10020646,Hyperkalaemia,PT
10020647,Hyperkalemia,LLT
10020649,Hyperkeratosis,PT
10020651,Hyperkinesia,PT
10020653,Hyperkinesis,LLT
10020660,Hyperlactacidaemia,PT
10020661,Hyperlipaemia,LLT
10020662,Hyperlipemia,LLT
10020667,Hyperlipidemia,LLT
10020669,Hypermagnesaemia,PT
10020670,Hypermagnesemia,LLT
10020674,Hypermetabolism,PT
10020679,Hypernatraemia,PT
10020680,Hypernatremia,LLT
10020687,Hypernitraemia,LLT
10020698,Hyperostosis,LLT
10020705,Hyperparathyroidism,PT
10020708,"Hyperparathyroidism secondary",PT
10020710,Hyperphagia,PT
10020711,Hyperphosphataemia,PT
10020712,Hyperphosphatemia,LLT
10020718,Hyperplasia,PT
10020733,Hyperpnea,LLT
10020734,Hyperpnoea,LLT
10020737,Hyperprolactinaemia,PT
10020739,Hyperprolactinemia,LLT
10020741,Hyperpyrexia,PT
10020745,Hyperreflexia,PT
10020746,Hypersalivation,LLT
10020749,"Hypersensation skin",LLT
10020751,Hypersensitivity,PT
10020755,"Hypersensitivity NOS",LLT
10020756,"Hypersensitivity reaction",LLT
10020759,"Hypersensitivity symptom",LLT
10020760,"Hypersensitivity syndrome",LLT
10020764,"Hypersensitivity vasculitis",PT
10020765,Hypersomnia,PT
10020769,Hypersplenism,PT
10020770,Hypersthenuria,PT
10020772,Hypertension,PT
10020773,"Hypertension aggravated",LLT
10020782,"Hypertension NOS",LLT
10020800,Hypertensive,LLT
10020802,"Hypertensive crisis",PT
10020803,"Hypertensive encephalopathy",PT
10020804,"Hypertensive episode",LLT
10020805,"Hypertensive episodes",LLT
10020823,"Hypertensive heart disease",PT
10020843,Hyperthermia,PT
10020844,"Hyperthermia malignant",PT
10020848,Hyperthymic,LLT
10020849,"Hyperthymic state",LLT
10020850,Hyperthyroidism,PT
10020852,Hypertonia,PT
10020853,"Hypertonic bladder",PT
10020859,Hypertonicity,LLT
10020864,Hypertrichosis,PT
10020868,"Hypertrichosis of eyelid",LLT
10020869,Hypertriglyceridaemia,PT
10020870,Hypertriglyceridemia,LLT
10020871,"Hypertrophic cardiomyopathy",PT
10020879,"Hypertrophic scar",PT
10020880,Hypertrophy,PT
10020881,"Hypertrophy breast",LLT
10020903,Hyperuricaemia,PT
10020907,Hyperuricemia,LLT
10020910,Hyperventilation,PT
10020911,"Hyperventilation syndrome",LLT
10020915,Hypervitaminosis,PT
10020916,"Hypervitaminosis A",PT
10020917,"Hypervitaminosis D",PT
10020919,Hypervolaemia,PT
10020920,Hypervolemia,LLT
10020922,Hypesthesia,LLT
10020923,Hyphaema,PT
10020924,Hyphema,LLT
10020927,"Hypnagogic hallucination",PT
10020928,"Hypnopompic hallucination",PT
10020936,Hypoadrenalism,LLT
10020937,Hypoaesthesia,PT
10020942,Hypoalbuminaemia,PT
10020943,Hypoalbuminemia,LLT
10020944,Hypoaldosteronism,PT
10020947,Hypocalcaemia,PT
10020949,Hypocalcemia,LLT
10020951,"Hypocalcemic tetany",LLT
10020952,Hypocapnia,PT
10020955,Hypochloraemia,PT
10020956,"Hypochloraemic alkalosis",LLT
10020957,Hypochloremia,LLT
10020961,Hypocholesterolaemia,PT
10020967,Hypochondroplasia,PT
10020969,"Hypochromic anaemia",PT
10020971,"Hypochromic anemia",LLT
10020976,Hypoesthesia,LLT
10020978,Hypofibrinogenemia,LLT
10020983,Hypogammaglobulinaemia,PT
10020989,Hypogeusia,PT
10020993,Hypoglycaemia,PT
10020996,"Hypoglycaemia NOS",LLT
10020999,"Hypoglycaemic attack",LLT
10021000,"Hypoglycaemic coma",PT
10021003,"Hypoglycaemic reaction",LLT
10021005,Hypoglycemia,LLT
10021008,"Hypoglycemic coma",LLT
10021011,"Hypogonadism male",PT
10021013,Hypohidrosis,PT
10021015,Hypokalaemia,PT
10021016,"Hypokalaemic alkalosis",LLT
10021018,Hypokalemia,LLT
10021019,"Hypokalemic alkalosis",LLT
10021021,Hypokinesia,PT
10021027,Hypomagnesaemia,PT
10021028,Hypomagnesemia,LLT
10021030,Hypomania,PT
10021032,Hypomenorrhea,LLT
10021033,Hypomenorrhoea,PT
10021035,Hypomnesia,LLT
10021036,Hyponatraemia,PT
10021038,Hyponatremia,LLT
10021039,Hyponatremic,LLT
10021041,Hypoparathyroidism,PT
10021058,Hypophosphataemia,PT
10021059,Hypophosphatemia,LLT
10021067,Hypopituitarism,PT
10021069,"Hypoplasia bone marrow",LLT
10021074,"Hypoplastic anaemia",PT
10021078,Hypopnea,LLT
10021083,Hypoproteinaemia,PT
10021084,Hypoproteinemia,LLT
10021085,Hypoprothrombinaemia,PT
10021086,Hypopyon,PT
10021089,Hyporeflexia,PT
10021096,Hyposthenuria,PT
10021097,Hypotension,PT
10021099,"Hypotension NOS",LLT
10021104,"Hypotension postural",LLT
10021105,"Hypotension symptomatic",LLT
10021107,Hypotensive,LLT
10021111,"Hypothalamo-pituitary disorder",PT
10021113,Hypothermia,PT
10021114,Hypothyroidism,PT
10021118,Hypotonia,PT
10021121,"Hypotonic-hyporesponsive episode",PT
10021124,"Hypotony of eye",PT
10021128,Hypotriglyceridaemia,PT
10021131,Hypouricaemia,PT
10021133,Hypoventilation,PT
10021135,Hypovitaminosis,PT
10021137,Hypovolaemia,PT
10021139,Hypovolemia,LLT
10021140,"Hypovolemic shock",LLT
10021141,Hypoxaemia,LLT
10021142,Hypoxemia,LLT
10021143,Hypoxia,PT
10021144,Hypoxic,LLT
10021154,Hysteria,LLT
10021184,IBD,LLT
10021198,Ichthyosis,PT
10021199,"Ichthyosis acquired",PT
10021207,Icterus,LLT
10021211,IDDM,LLT
10021219,"Idiopathic capillaritis",LLT
10021240,"Idiopathic pulmonary fibrosis",PT
10021245,"Idiopathic thrombocytopenic purpura",LLT
10021247,"Idiopathic urticaria",PT
10021260,"IgA deficiency",LLT
10021280,IHSS,LLT
10021283,"IIIrd nerve paralysis",PT
10021305,"Ileal perforation",PT
10021309,"Ileal ulcer",PT
10021312,Ileitis,LLT
10021328,Ileus,PT
10021333,"Ileus paralytic",PT
10021340,"Iliac artery thrombosis",LLT
10021403,Illusion,PT
10021410,"Immature baby",LLT
10021413,"Immediate hypersensitivity",LLT
10021414,"Immediate hypersensitivity reaction",LLT
10021425,"Immune system disorder",PT
10021432,"Immunisation reaction",PT
10021518,"Impaired gastric emptying",PT
10021519,"Impaired healing",PT
10021520,"Impaired liver function",LLT
10021523,"Impaired renal function",LLT
10021531,Impetigo,PT
10021533,"Impetigo contagious",LLT
10021542,"Implant site reaction",PT
10021550,Impotence,LLT
10021567,"Impulsive behaviour",PT
10021574,"Inability to orgasm",LLT
10021586,"Inappropriate ADH",LLT
10021587,"Inappropriate ADH secretion",LLT
10021588,"Inappropriate affect",PT
10021619,"Incisional hernia",PT
10021639,Incontinence,PT
10021649,Incoordination,LLT
10021650,"Increased activity",LLT
10021654,"Increased appetite",PT
10021664,"Increased insulin requirement",PT
10021665,"Increased intracranial pressure",LLT
10021669,"Increased libido",LLT
10021670,"Increased muscle tone",LLT
10021677,"Increased salivation",LLT
10021688,"Increased tendency to bruise",PT
10021689,"Increased thirst",LLT
10021692,"Increased urinary frequency",LLT
10021703,Indifference,PT
10021706,Indigestion,LLT
10021736,"Infantile acne",LLT
10021773,"Infected eczema",LLT
10021784,"Infected skin ulcer",PT
10021788,"Infectible easily",LLT
10021789,Infection,PT
10021804,"Infection bacterial",LLT
10021832,"Infection induced",LLT
10021836,"Infection masked",PT
10021838,"Infection mixed",LLT
10021842,"Infection NOS",LLT
10021857,"Infection parasitic",PT
10021860,"Infection Pseudomonas aeruginosa",LLT
10021866,"Infection susceptibility increased",PT
10021872,"Infection urinary tract",LLT
10021876,"Infection viral",LLT
10021914,"Infectious mononucleosis",PT
10021926,Infertility,PT
10021928,"Infertility female",PT
10021929,"Infertility male",PT
10021963,"Inflammation of orbit",LLT
10021972,"Inflammatory bowel disease",PT
10021995,"Inflammatory reaction",LLT
10022000,Influenza,PT
10022004,"Influenza like illness",PT
10022009,"Influenza-like symptoms",LLT
10022013,"Ingrowing nail",PT
10022016,"Inguinal hernia",PT
10022035,"Initial insomnia",PT
10022044,"Injection site abscess",PT
10022045,"Injection site abscess sterile",PT
10022046,"Injection site anaesthesia",PT
10022047,"Injection site anesthesia",LLT
10022048,"Injection site atrophy",PT
10022049,"Injection site bleeding",LLT
10022052,"Injection site bruising",PT
10022053,"Injection site burning",LLT
10022055,"Injection site cyst",PT
10022056,"Injection site dermatitis",PT
10022057,"Injection site ecchymosis",LLT
10022058,"Injection site edema",LLT
10022061,"Injection site erythema",PT
10022062,"Injection site extravasation",PT
10022065,"Injection site granuloma",PT
10022066,"Injection site haematoma",PT
10022067,"Injection site haemorrhage",PT
10022068,"Injection site hemorrhage",LLT
10022071,"Injection site hypersensitivity",PT
10022072,"Injection site hypertrophy",PT
10022075,"Injection site induration",PT
10022076,"Injection site infection",PT
10022078,"Injection site inflammation",PT
10022079,"Injection site irritation",PT
10022080,"Injection site itching",LLT
10022081,"Injection site mass",PT
10022082,"Injection site necrosis",PT
10022084,"Injection site numbness",LLT
10022085,"Injection site oedema",PT
10022086,"Injection site pain",PT
10022088,"Injection site paraesthesia",PT
10022090,"Injection site phlebitis",PT
10022091,"Injection site pigmentation changes",LLT
10022092,"Injection site pressure sensation",LLT
10022093,"Injection site pruritus",PT
10022094,"Injection site rash",PT
10022095,"Injection site reaction",PT
10022096,"Injection site reaction NOS",LLT
10022098,"Injection site redness",LLT
10022102,"Injection site tenderness",LLT
10022103,"Injection site thrombophlebitis",LLT
10022104,"Injection site thrombosis",PT
10022105,"Injection site ulcer",PT
10022106,"Injection site ulceration",LLT
10022107,"Injection site urticaria",PT
10022111,"Injection site vesicles",PT
10022112,"Injection site warmth",PT
10022116,Injury,PT
10022120,"Injury corneal",PT
10022123,"Injury NOS",LLT
10022437,Insomnia,PT
10022440,"Insomnia exacerbated",LLT
10022459,"Instillation site pain",PT
10022472,"Insulin autoimmune syndrome",PT
10022489,"Insulin resistance",PT
10022498,Insulinoma,PT
10022516,"Intelligence decreased",LLT
10022520,"Intention tremor",PT
10022521,"Intentional injury",LLT
10022523,"Intentional overdose",PT
10022524,"Intentional self-injury",PT
10022559,"Intermenstrual bleeding",PT
10022562,"Intermittent claudication",PT
10022568,"Intermittent explosive disorder",PT
10022571,"Intermittent pyrexia",LLT
10022611,"Interstitial lung disease",PT
10022617,"Interstitial pneumonia",LLT
10022618,"Interstitial pneumonitis",LLT
10022619,"Interstitial pulmonary fibrosis",LLT
10022622,Intertrigo,PT
10022623,"Intertrigo candida",LLT
10022642,"Intestinal dilatation",PT
10022647,"Intestinal fistula",PT
10022655,"Intestinal hypermotility",LLT
10022680,"Intestinal ischaemia",PT
10022681,"Intestinal ischemia",LLT
10022684,"Intestinal movement disorder",LLT
10022686,"Intestinal necrosis",LLT
10022687,"Intestinal obstruction",PT
10022694,"Intestinal perforation",PT
10022698,"Intestinal pseudo-obstruction",PT
10022699,"Intestinal stenosis",PT
10022701,"Intestinal stricture",LLT
10022714,"Intestinal ulcer",PT
10022717,"Intestinal ulceration",LLT
10022727,Intoxication,LLT
10022737,"Intra-cerebral haemorrhage",LLT
10022747,"Intra-uterine death",LLT
10022750,"Intraarticular haemorrhage",LLT
10022751,"Intracerebral bleed",LLT
10022753,"Intracerebral haemorrhage",LLT
10022754,"Intracerebral hemorrhage",LLT
10022758,"Intracranial aneurysm",PT
10022763,"Intracranial hemorrhage",LLT
10022764,"Intracranial hypertension",LLT
10022772,"Intracranial pressure increase",LLT
10022773,"Intracranial pressure increased",PT
10022822,"Intravascular haemolysis",PT
10022840,"Intraventricular haemorrhage",PT
10022863,Intussusception,PT
10022898,"Involuntary muscle movement",LLT
10022926,Iodism,LLT
10022941,Iridocyclitis,PT
10022945,"Iris adhesions",PT
10022949,"Iris cyst",PT
10022955,Iritis,PT
10022970,"Iron deficiency",PT
10022972,"Iron deficiency anaemia",PT
10022974,"Iron deficiency anemia",LLT
10022992,"Irregular menstruation",LLT
10022998,Irritability,PT
10023000,Irritable,LLT
10023002,"Irritable bowel",LLT
10023003,"Irritable bowel syndrome",PT
10023024,"Ischaemic heart disease",LLT
10023033,"Ischemia myocardial",LLT
10023037,"Ischemic colitis",LLT
10023041,"Ischemic optic neuropathy",LLT
10023082,Itch,LLT
10023084,Itching,LLT
10023089,Itchy,LLT
10023090,"Itchy eyes",LLT
10023094,"Itchy skin",LLT
10023123,"Japanese encephalitis",LLT
10023125,"Jarisch-Herxheimer reaction",PT
10023126,Jaundice,PT
10023129,"Jaundice cholestatic",PT
10023136,"Jaundice hepatocellular",PT
10023138,"Jaundice neonatal",PT
10023157,"Jaw pain",LLT
10023158,"Jaw spasm",LLT
10023163,"JC virus infection",PT
10023191,Jitteriness,LLT
10023201,"Joint contracture",PT
10023203,"Joint destruction",PT
10023204,"Joint dislocation",PT
10023211,"Joint disorder",LLT
10023215,"Joint effusion",PT
10023216,"Joint infection",LLT
10023222,"Joint pain",LLT
10023229,"Joint sprain",LLT
10023230,"Joint stiffness",PT
10023232,"Joint swelling",PT
10023236,"Judgement impaired",PT
10023237,"Jugular vein thrombosis",PT
10023267,"Juvenile rheumatoid arthritis",LLT
10023284,"Kaposi's sarcoma",PT
10023329,Keloid,LLT
10023330,"Keloid scar",PT
10023332,Keratitis,PT
10023334,"Keratitis herpetic",LLT
10023341,"Keratitis superficial",LLT
10023342,"Keratitis superficial diffuse",LLT
10023347,Keratoacanthoma,PT
10023348,Keratoconjunctivitis,LLT
10023350,"Keratoconjunctivitis sicca",LLT
10023353,Keratoconus,PT
10023364,Keratomycosis,LLT
10023365,Keratopathy,PT
10023368,Keratosis,LLT
10023375,Kerion,PT
10023376,Kernicterus,PT
10023379,Ketoacidosis,PT
10023388,Ketonuria,PT
10023391,Ketosis,PT
10023399,"Kidney calculus",LLT
10023400,"Kidney cancer",LLT
10023418,"Kidney failure",LLT
10023422,"Kidney function abnormal",LLT
10023424,"Kidney infection",PT
10023432,"Kidney pain",LLT
10023436,"Kidney stone",LLT
10023437,"Kidney stones",LLT
10023456,"Klebsiella pneumonia",LLT
10023474,"Knee effusion",LLT
10023477,"Knee pain",LLT
10023499,"Kussmaul respiration",PT
10023533,"Labile blood pressure",PT
10023560,"Labyrinthine disorders",LLT
10023567,Labyrinthitis,PT
10023572,Laceration,LLT
10023614,"Lack of motivation",LLT
10023622,"Lacrimal duct obstruction",LLT
10023639,Lacrimation,LLT
10023640,"Lacrimation abnormal",LLT
10023642,"Lacrimation decreased",PT
10023643,"Lacrimation disorder",PT
10023644,"Lacrimation increased",PT
10023676,"Lactic acidosis",PT
10023681,"Lactose intolerance",PT
10023683,Lagophthalmos,PT
10023788,"Large fontanelle bulging",LLT
10023799,"Large intestinal ulcer",PT
10023804,"Large intestine perforation",PT
10023838,"Laryngeal edema",LLT
10023845,"Laryngeal oedema",PT
10023848,"Laryngeal pain",PT
10023854,"Laryngeal spasm",LLT
10023873,Laryngismus,LLT
10023874,Laryngitis,PT
10023880,"Laryngitis viral",PT
10023891,Laryngospasm,PT
10023898,Laryngotracheobronchitis,LLT
10023929,Lassitude,LLT
10024016,"Latent diabetes",LLT
10024065,"LE syndrome",LLT
10024092,"Learning disability",PT
10024100,"Left bundle branch block",LLT
10024119,"Left ventricular failure",PT
10024125,"Leg cramps",LLT
10024127,"Leg edema",LLT
10024129,"Leg oedema",LLT
10024130,"Leg pain",LLT
10024132,"Leg spasticity",LLT
10024184,Leiomyoma,PT
10024198,Leishmaniasis,PT
10024208,"Lens opacity",LLT
10024214,"Lenticular opacities",PT
10024215,"Lenticular opacity",LLT
10024217,Lentigo,PT
10024264,Lethargy,PT
10024278,"Leucocytoclastic vasculitis",LLT
10024283,Leucopenia,LLT
10024285,"Leukopenia NOS",LLT
10024288,Leukaemia,PT
10024305,"Leukaemia monocytic",PT
10024318,"Leukaemia plasmacytic",LLT
10024329,Leukemia,LLT
10024377,"Leukocytoclastic vasculitis",LLT
10024378,Leukocytosis,PT
10024380,Leukoderma,PT
10024382,Leukoencephalopathy,PT
10024384,Leukopenia,PT
10024400,Leukorrhea,LLT
10024402,Leukorrhoea,LLT
10024404,Leukostasis,LLT
10024419,"Libido decreased",PT
10024421,"Libido increased",PT
10024426,Lichen,LLT
10024429,"Lichen planus",PT
10024438,Lichenification,PT
10024441,"Lichenoid dermatitis",LLT
10024453,"Ligament sprain",PT
10024461,"Light headedness",LLT
10024490,Light-headed,LLT
10024492,Lightheadedness,LLT
10024499,"Limb injury NOS",LLT
10024509,"Limbs stiffness",LLT
10024513,"Linear IgA",LLT
10024515,"Linear IgA disease",PT
10024549,"Lip discolouration",PT
10024552,"Lip dry",PT
10024554,"Lip feeling dry",LLT
10024558,"Lip oedema",PT
10024561,"Lip pain",PT
10024566,"Lip rough",LLT
10024570,"Lip swelling",PT
10024571,"Lip ulcer",LLT
10024572,"Lip ulceration",PT
10024604,Lipoatrophy,PT
10024608,Lipodystrophy,LLT
10024612,Lipoma,PT
10024626,"Lipoprotein deficiency",PT
10024627,Liposarcoma,PT
10024638,"Listeria infection",LLT
10024640,"Listeria monocytogenes infection",LLT
10024641,Listeriosis,PT
10024642,Listless,PT
10024643,Listlessness,LLT
10024644,"Lithium poisoning",LLT
10024648,"Livedo reticularis",PT
10024652,"Liver abscess",PT
10024665,"Liver cell damage",LLT
10024667,"Liver cirrhosis",LLT
10024668,"Liver damage",LLT
10024670,"Liver disorder",PT
10024676,"Liver enlargement",LLT
10024678,"Liver failure",LLT
10024701,"Liver necrosis",LLT
10024711,"Liver tender",LLT
10024712,"Liver tenderness",PT
10024717,"Liver tumor",LLT
10024738,"Lobar pneumonia",LLT
10024769,"Local reaction",PT
10024770,"Local swelling",LLT
10024772,"Localised exfoliation",LLT
10024774,"Localised infection",PT
10024777,"Localised skin reaction",LLT
10024781,"Localized erythema",LLT
10024793,Lockjaw,LLT
10024796,Logorrhoea,PT
10024803,"Long QT syndrome",PT
10024829,"Loose body in joint",PT
10024840,"Loose stools",LLT
10024855,"Loss of consciousness",PT
10024858,"Loss of control of blood sugar",LLT
10024870,"Loss of libido",PT
10024877,"Loss of smell",LLT
10024878,"Loss of taste",LLT
