rxnorm_id,rxnorm_name,meddra_id,meddra_name
153822,"candesartan cilexetil 4 MG Oral Tablet",10015123,Erethism
153822,"candesartan cilexetil 4 MG Oral Tablet",10012601,"Diabetes mellitus"
153822,"candesartan cilexetil 4 MG Oral Tablet",10018473,Glycosuria
153822,"candesartan cilexetil 4 MG Oral Tablet",10010770,"Consciousness disturbed"
153822,"candesartan cilexetil 4 MG Oral Tablet",10010904,Convulsion
153822,"candesartan cilexetil 4 MG Oral Tablet",10027346,"Mental concentration decreased"
153822,"candesartan cilexetil 4 MG Oral Tablet",10009866,"Cold sweat"
153822,"candesartan cilexetil 4 MG Oral Tablet",10016336,"Feeling hungry"
153822,"candesartan cilexetil 4 MG Oral Tablet",10020466,Hunger
153822,"candesartan cilexetil 4 MG Oral Tablet",10016373,"Feelings of weakness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10020993,Hypoglycaemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10007247,Carbuncle
153822,"candesartan cilexetil 4 MG Oral Tablet",10035664,Pneumonia
153822,"candesartan cilexetil 4 MG Oral Tablet",10022617,"Interstitial pneumonia"
153822,"candesartan cilexetil 4 MG Oral Tablet",10013968,Dyspnoea
153822,"candesartan cilexetil 4 MG Oral Tablet",10011224,Cough
153822,"candesartan cilexetil 4 MG Oral Tablet",10037660,Pyrexia
153822,"candesartan cilexetil 4 MG Oral Tablet",10035664,Pneumonia
153822,"candesartan cilexetil 4 MG Oral Tablet",10022617,"Interstitial pneumonia"
153822,"candesartan cilexetil 4 MG Oral Tablet",10007247,Carbuncle
153822,"candesartan cilexetil 4 MG Oral Tablet",10039020,Rhabdomyolysis
153822,"candesartan cilexetil 4 MG Oral Tablet",10028303,"Muscle dissolution"
153822,"candesartan cilexetil 4 MG Oral Tablet",10016373,"Feelings of weakness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10028411,Myalgia
153822,"candesartan cilexetil 4 MG Oral Tablet",10039020,Rhabdomyolysis
153822,"candesartan cilexetil 4 MG Oral Tablet",10028303,"Muscle dissolution"
153822,"candesartan cilexetil 4 MG Oral Tablet",10001507,Agranulocytosis
153822,"candesartan cilexetil 4 MG Oral Tablet",10019674,"Hepatic function disorder"
153822,"candesartan cilexetil 4 MG Oral Tablet",10023126,Jaundice
153822,"candesartan cilexetil 4 MG Oral Tablet",10019674,"Hepatic function disorder"
153822,"candesartan cilexetil 4 MG Oral Tablet",10020646,Hyperkalaemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10007554,"Cardiac failure"
153822,"candesartan cilexetil 4 MG Oral Tablet",10007558,"Cardiac failure chronic"
153822,"candesartan cilexetil 4 MG Oral Tablet",10038428,"Renal disorder"
153822,"candesartan cilexetil 4 MG Oral Tablet",10024855,"Loss of consciousness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10016326,"Feeling cold"
153822,"candesartan cilexetil 4 MG Oral Tablet",10007554,"Cardiac failure"
153822,"candesartan cilexetil 4 MG Oral Tablet",10007558,"Cardiac failure chronic"
153822,"candesartan cilexetil 4 MG Oral Tablet",10024855,"Loss of consciousness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10040560,Shock
153822,"candesartan cilexetil 4 MG Oral Tablet",10030095,Oedema
153822,"candesartan cilexetil 4 MG Oral Tablet",10002424,Angioedema
153822,"candesartan cilexetil 4 MG Oral Tablet",10030095,Oedema
153822,"candesartan cilexetil 4 MG Oral Tablet",10002424,Angioedema
993466,"midodrine HCl 2.5 MG Oral Tablet",10007247,Carbuncle
993466,"midodrine HCl 2.5 MG Oral Tablet",10036018,Pollakiuria
993466,"midodrine HCl 2.5 MG Oral Tablet",10025482,Malaise
993466,"midodrine HCl 2.5 MG Oral Tablet",10013990,Dysuria
993466,"midodrine HCl 2.5 MG Oral Tablet",10008531,Chills
993466,"midodrine HCl 2.5 MG Oral Tablet",10013886,Dysaesthesia
993466,"midodrine HCl 2.5 MG Oral Tablet",10016322,"Feeling abnormal"
993466,"midodrine HCl 2.5 MG Oral Tablet",10016350,"Feeling of hot flushes"
993466,"midodrine HCl 2.5 MG Oral Tablet",10019674,"Hepatic function disorder"
993466,"midodrine HCl 2.5 MG Oral Tablet",10038198,Redness
993466,"midodrine HCl 2.5 MG Oral Tablet",10027011,Measles
993466,"midodrine HCl 2.5 MG Oral Tablet",10023084,Itching
993466,"midodrine HCl 2.5 MG Oral Tablet",10035039,Piloerection
993466,"midodrine HCl 2.5 MG Oral Tablet",10037844,Rash
993466,"midodrine HCl 2.5 MG Oral Tablet",10019211,Headache
993466,"midodrine HCl 2.5 MG Oral Tablet",10015856,Extrasystoles
993466,"midodrine HCl 2.5 MG Oral Tablet",10033557,Palpitations
993466,"midodrine HCl 2.5 MG Oral Tablet",10020772,Hypertension
993466,"midodrine HCl 2.5 MG Oral Tablet",10010774,Constipation
993466,"midodrine HCl 2.5 MG Oral Tablet",10005265,Bloating
993466,"midodrine HCl 2.5 MG Oral Tablet",10000060,"Abdominal distension"
993466,"midodrine HCl 2.5 MG Oral Tablet",10000081,"Abdominal pain"
993466,"midodrine HCl 2.5 MG Oral Tablet",10012735,Diarrhoea
993466,"midodrine HCl 2.5 MG Oral Tablet",10028813,Nausea
153822,"candesartan cilexetil 4 MG Oral Tablet",10020772,Hypertension
153822,"candesartan cilexetil 4 MG Oral Tablet",10002034,Anaemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10002034,Anaemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10038451,"Renal function abnormal"
153822,"candesartan cilexetil 4 MG Oral Tablet",10021097,Hypotension
153822,"candesartan cilexetil 4 MG Oral Tablet",10013577,"Dizziness on standing up"
153822,"candesartan cilexetil 4 MG Oral Tablet",10020772,Hypertension
153822,"candesartan cilexetil 4 MG Oral Tablet",10007554,"Cardiac failure"
153822,"candesartan cilexetil 4 MG Oral Tablet",10007558,"Cardiac failure chronic"
153822,"candesartan cilexetil 4 MG Oral Tablet",10007554,"Cardiac failure"
153822,"candesartan cilexetil 4 MG Oral Tablet",10007558,"Cardiac failure chronic"
153822,"candesartan cilexetil 4 MG Oral Tablet",10003239,Arthralgia
153822,"candesartan cilexetil 4 MG Oral Tablet",10021036,Hyponatraemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10000186,"Abnormal vision"
153822,"candesartan cilexetil 4 MG Oral Tablet",10030095,Oedema
153822,"candesartan cilexetil 4 MG Oral Tablet",10016373,"Feelings of weakness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10025482,Malaise
153822,"candesartan cilexetil 4 MG Oral Tablet",10037032,Proteinuria
153822,"candesartan cilexetil 4 MG Oral Tablet",10002034,Anaemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10013082,Discomfort
153822,"candesartan cilexetil 4 MG Oral Tablet",10017822,"Gastric ulcer"
153822,"candesartan cilexetil 4 MG Oral Tablet",10010774,Constipation
153822,"candesartan cilexetil 4 MG Oral Tablet",10015026,"Epigastric pain"
153822,"candesartan cilexetil 4 MG Oral Tablet",10028813,Nausea
153822,"candesartan cilexetil 4 MG Oral Tablet",10029829,Numbness
153822,"candesartan cilexetil 4 MG Oral Tablet",10040000,"Sensation of heaviness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10019211,Headache
153822,"candesartan cilexetil 4 MG Oral Tablet",10015856,Extrasystoles
153822,"candesartan cilexetil 4 MG Oral Tablet",10033557,Palpitations
153822,"candesartan cilexetil 4 MG Oral Tablet",10006093,Bradycardia
153822,"candesartan cilexetil 4 MG Oral Tablet",10021097,Hypotension
153822,"candesartan cilexetil 4 MG Oral Tablet",10013577,"Dizziness on standing up"
153822,"candesartan cilexetil 4 MG Oral Tablet",10023084,Itching
153822,"candesartan cilexetil 4 MG Oral Tablet",10037844,Rash
153822,"candesartan cilexetil 4 MG Oral Tablet",10020751,Hypersensitivity
153822,"candesartan cilexetil 4 MG Oral Tablet",10015123,Erethism
153822,"candesartan cilexetil 4 MG Oral Tablet",10020772,Hypertension
153822,"candesartan cilexetil 4 MG Oral Tablet",10003239,Arthralgia
153822,"candesartan cilexetil 4 MG Oral Tablet",10028411,Myalgia
153822,"candesartan cilexetil 4 MG Oral Tablet",10003988,"Back pain"
153822,"candesartan cilexetil 4 MG Oral Tablet",10021036,Hyponatraemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10030095,Oedema
153822,"candesartan cilexetil 4 MG Oral Tablet",10036018,Pollakiuria
153822,"candesartan cilexetil 4 MG Oral Tablet",10015090,Epistaxis
153822,"candesartan cilexetil 4 MG Oral Tablet",10016373,"Feelings of weakness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10025482,Malaise
153822,"candesartan cilexetil 4 MG Oral Tablet",10037032,Proteinuria
153822,"candesartan cilexetil 4 MG Oral Tablet",10002034,Anaemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10012735,Diarrhoea
153822,"candesartan cilexetil 4 MG Oral Tablet",10015026,"Epigastric pain"
153822,"candesartan cilexetil 4 MG Oral Tablet",10013082,Discomfort
153822,"candesartan cilexetil 4 MG Oral Tablet",10028813,Nausea
153822,"candesartan cilexetil 4 MG Oral Tablet",10029829,Numbness
153822,"candesartan cilexetil 4 MG Oral Tablet",10029847,"Numbness of limbs"
153822,"candesartan cilexetil 4 MG Oral Tablet",10029829,Numbness
153822,"candesartan cilexetil 4 MG Oral Tablet",10029852,"Numbness of tongue"
153822,"candesartan cilexetil 4 MG Oral Tablet",10040000,"Sensation of heaviness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10019211,Headache
153822,"candesartan cilexetil 4 MG Oral Tablet",10016565,Fibrillation
153822,"candesartan cilexetil 4 MG Oral Tablet",10003658,"Atrial fibrillation"
153822,"candesartan cilexetil 4 MG Oral Tablet",10015856,Extrasystoles
153822,"candesartan cilexetil 4 MG Oral Tablet",10033557,Palpitations
153822,"candesartan cilexetil 4 MG Oral Tablet",10013577,"Dizziness on standing up"
153822,"candesartan cilexetil 4 MG Oral Tablet",10020751,Hypersensitivity
153822,"candesartan cilexetil 4 MG Oral Tablet",10034966,Photosensitivity
153822,"candesartan cilexetil 4 MG Oral Tablet",10015123,Erethism
153822,"candesartan cilexetil 4 MG Oral Tablet",10023084,Itching
153822,"candesartan cilexetil 4 MG Oral Tablet",10027011,Measles
153822,"candesartan cilexetil 4 MG Oral Tablet",10014184,Eczema
153822,"candesartan cilexetil 4 MG Oral Tablet",10037844,Rash
153822,"candesartan cilexetil 4 MG Oral Tablet",10020751,Hypersensitivity
153822,"candesartan cilexetil 4 MG Oral Tablet",10015123,Erethism
153822,"candesartan cilexetil 4 MG Oral Tablet",10012601,"Diabetes mellitus"
153822,"candesartan cilexetil 4 MG Oral Tablet",10018473,Glycosuria
153822,"candesartan cilexetil 4 MG Oral Tablet",10010770,"Consciousness disturbed"
153822,"candesartan cilexetil 4 MG Oral Tablet",10010904,Convulsion
153822,"candesartan cilexetil 4 MG Oral Tablet",10027346,"Mental concentration decreased"
153822,"candesartan cilexetil 4 MG Oral Tablet",10009866,"Cold sweat"
153822,"candesartan cilexetil 4 MG Oral Tablet",10016336,"Feeling hungry"
153822,"candesartan cilexetil 4 MG Oral Tablet",10020466,Hunger
153822,"candesartan cilexetil 4 MG Oral Tablet",10016373,"Feelings of weakness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10020993,Hypoglycaemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10007247,Carbuncle
153822,"candesartan cilexetil 4 MG Oral Tablet",10035664,Pneumonia
153822,"candesartan cilexetil 4 MG Oral Tablet",10022617,"Interstitial pneumonia"
153822,"candesartan cilexetil 4 MG Oral Tablet",10013968,Dyspnoea
153822,"candesartan cilexetil 4 MG Oral Tablet",10011224,Cough
153822,"candesartan cilexetil 4 MG Oral Tablet",10037660,Pyrexia
153822,"candesartan cilexetil 4 MG Oral Tablet",10035664,Pneumonia
153822,"candesartan cilexetil 4 MG Oral Tablet",10022617,"Interstitial pneumonia"
153822,"candesartan cilexetil 4 MG Oral Tablet",10007247,Carbuncle
153822,"candesartan cilexetil 4 MG Oral Tablet",10039020,Rhabdomyolysis
153822,"candesartan cilexetil 4 MG Oral Tablet",10028303,"Muscle dissolution"
153822,"candesartan cilexetil 4 MG Oral Tablet",10016373,"Feelings of weakness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10028411,Myalgia
153822,"candesartan cilexetil 4 MG Oral Tablet",10039020,Rhabdomyolysis
153822,"candesartan cilexetil 4 MG Oral Tablet",10028303,"Muscle dissolution"
153822,"candesartan cilexetil 4 MG Oral Tablet",10001507,Agranulocytosis
153822,"candesartan cilexetil 4 MG Oral Tablet",10019674,"Hepatic function disorder"
153822,"candesartan cilexetil 4 MG Oral Tablet",10023126,Jaundice
153822,"candesartan cilexetil 4 MG Oral Tablet",10019674,"Hepatic function disorder"
153822,"candesartan cilexetil 4 MG Oral Tablet",10020646,Hyperkalaemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10007554,"Cardiac failure"
153822,"candesartan cilexetil 4 MG Oral Tablet",10007558,"Cardiac failure chronic"
153822,"candesartan cilexetil 4 MG Oral Tablet",10038428,"Renal disorder"
153822,"candesartan cilexetil 4 MG Oral Tablet",10024855,"Loss of consciousness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10016326,"Feeling cold"
153822,"candesartan cilexetil 4 MG Oral Tablet",10007554,"Cardiac failure"
153822,"candesartan cilexetil 4 MG Oral Tablet",10007558,"Cardiac failure chronic"
153822,"candesartan cilexetil 4 MG Oral Tablet",10024855,"Loss of consciousness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10040560,Shock
153822,"candesartan cilexetil 4 MG Oral Tablet",10030095,Oedema
153822,"candesartan cilexetil 4 MG Oral Tablet",10002424,Angioedema
153822,"candesartan cilexetil 4 MG Oral Tablet",10030095,Oedema
153822,"candesartan cilexetil 4 MG Oral Tablet",10002424,Angioedema
309371,"clotrimazole 10 MG Oral Lozenge",10016334,"Feeling hot"
309371,"clotrimazole 10 MG Oral Lozenge",10012431,Dermatitis
309371,"clotrimazole 10 MG Oral Lozenge",10025421,Macule
309371,"clotrimazole 10 MG Oral Lozenge",10015150,Erythema
309371,"clotrimazole 10 MG Oral Lozenge",10038198,Redness
309371,"clotrimazole 10 MG Oral Lozenge",10012431,Dermatitis
309371,"clotrimazole 10 MG Oral Lozenge",10033733,Papule
309371,"clotrimazole 10 MG Oral Lozenge",10025421,Macule
309371,"clotrimazole 10 MG Oral Lozenge",10015150,Erythema
309371,"clotrimazole 10 MG Oral Lozenge",10038198,Redness
310346,"FIN5C 5 MG Oral Tablet",10020880,Hypertrophy
310346,"FIN5C 5 MG Oral Tablet",10020881,"Hypertrophy breast"
310346,"FIN5C 5 MG Oral Tablet",10006313,"Breast tenderness"
310346,"FIN5C 5 MG Oral Tablet",10003883,Azoospermia
310346,"FIN5C 5 MG Oral Tablet",10021926,Infertility
310346,"FIN5C 5 MG Oral Tablet",10021929,"Infertility male"
310346,"FIN5C 5 MG Oral Tablet",10018866,Haematospermia
310346,"FIN5C 5 MG Oral Tablet",10014326,"Ejaculation disorder"
310346,"FIN5C 5 MG Oral Tablet",10024419,"Libido decreased"
310346,"FIN5C 5 MG Oral Tablet",10030095,Oedema
310346,"FIN5C 5 MG Oral Tablet",10002424,Angioedema
310346,"FIN5C 5 MG Oral Tablet",10037844,Rash
310346,"FIN5C 5 MG Oral Tablet",10027011,Measles
310346,"FIN5C 5 MG Oral Tablet",10037087,Pruritus
310346,"FIN5C 5 MG Oral Tablet",10023084,Itching
310346,"FIN5C 5 MG Oral Tablet",10020751,Hypersensitivity
310346,"FIN5C 5 MG Oral Tablet",10015123,Erethism
310346,"FIN5C 5 MG Oral Tablet",10019674,"Hepatic function disorder"
314285,"zonisamide 100 MG Oral Capsule",10007739,Cataract
314285,"zonisamide 100 MG Oral Capsule",10017076,Fracture
314285,"zonisamide 100 MG Oral Capsule",10016825,Flushing
314285,"zonisamide 100 MG Oral Capsule",10016823,"Flushed face"
314285,"zonisamide 100 MG Oral Capsule",10003239,Arthralgia
314285,"zonisamide 100 MG Oral Capsule",10027627,Miliaria
314285,"zonisamide 100 MG Oral Capsule",10007284,Carcinoma
314285,"zonisamide 100 MG Oral Capsule",10001141,Adenocarcinoma
314285,"zonisamide 100 MG Oral Capsule",10013968,Dyspnoea
314285,"zonisamide 100 MG Oral Capsule",10028411,Myalgia
314285,"zonisamide 100 MG Oral Capsule",10006451,Bronchitis
314285,"zonisamide 100 MG Oral Capsule",10012174,Dehydration
314285,"zonisamide 100 MG Oral Capsule",10033425,"Pain in extremity"
314285,"zonisamide 100 MG Oral Capsule",10024891,"Low back pain"
314285,"zonisamide 100 MG Oral Capsule",10037660,Pyrexia
314285,"zonisamide 100 MG Oral Capsule",10016173,Fall
314285,"zonisamide 100 MG Oral Capsule",10016373,"Feelings of weakness"
314285,"zonisamide 100 MG Oral Capsule",10025482,Malaise
314285,"zonisamide 100 MG Oral Capsule",10030095,Oedema
314285,"zonisamide 100 MG Oral Capsule",10013577,"Dizziness on standing up"
314285,"zonisamide 100 MG Oral Capsule",10011781,Cystitis
314285,"zonisamide 100 MG Oral Capsule",10021639,Incontinence
314285,"zonisamide 100 MG Oral Capsule",10036018,Pollakiuria
314285,"zonisamide 100 MG Oral Capsule",10019670,"Hepatic function abnormal"
314285,"zonisamide 100 MG Oral Capsule",10002034,Anaemia
314285,"zonisamide 100 MG Oral Capsule",10018292,Gingivitis
314285,"zonisamide 100 MG Oral Capsule",10017822,"Gastric ulcer"
314285,"zonisamide 100 MG Oral Capsule",10013082,Discomfort
314285,"zonisamide 100 MG Oral Capsule",10000059,"Abdominal discomfort"
314285,"zonisamide 100 MG Oral Capsule",10034539,Periodontitis
314285,"zonisamide 100 MG Oral Capsule",10013950,Dysphagia
314285,"zonisamide 100 MG Oral Capsule",10017853,Gastritis
314285,"zonisamide 100 MG Oral Capsule",10039428,Salivation
314285,"zonisamide 100 MG Oral Capsule",10005265,Bloating
314285,"zonisamide 100 MG Oral Capsule",10000060,"Abdominal distension"
314285,"zonisamide 100 MG Oral Capsule",10019326,Heartburn
314285,"zonisamide 100 MG Oral Capsule",10012735,Diarrhoea
314285,"zonisamide 100 MG Oral Capsule",10010774,Constipation
314285,"zonisamide 100 MG Oral Capsule",10013082,Discomfort
314285,"zonisamide 100 MG Oral Capsule",10028813,Nausea
314285,"zonisamide 100 MG Oral Capsule",10015856,Extrasystoles
314285,"zonisamide 100 MG Oral Capsule",10015856,Extrasystoles
314285,"zonisamide 100 MG Oral Capsule",10021097,Hypotension
314285,"zonisamide 100 MG Oral Capsule",10031127,"Orthostatic hypotension"
314285,"zonisamide 100 MG Oral Capsule",10033557,Palpitations
314285,"zonisamide 100 MG Oral Capsule",10003591,Ataxia
314285,"zonisamide 100 MG Oral Capsule",10029829,Numbness
314285,"zonisamide 100 MG Oral Capsule",10013983,Dystonia
314285,"zonisamide 100 MG Oral Capsule",10000125,"Abnormal dreams"
314285,"zonisamide 100 MG Oral Capsule",10024855,"Loss of consciousness"
314285,"zonisamide 100 MG Oral Capsule",10012267,Dementia
314285,"zonisamide 100 MG Oral Capsule",10015627,Excitement
314285,"zonisamide 100 MG Oral Capsule",10001497,Agitation
314285,"zonisamide 100 MG Oral Capsule",10016322,"Feeling abnormal"
314285,"zonisamide 100 MG Oral Capsule",10023614,"Lack of motivation"
314285,"zonisamide 100 MG Oral Capsule",10040020,"Sensory aberrations"
314285,"zonisamide 100 MG Oral Capsule",10002855,Anxiety
314285,"zonisamide 100 MG Oral Capsule",10019070,"Hallucination, auditory"
314285,"zonisamide 100 MG Oral Capsule",10019075,"Hallucination, visual"
314285,"zonisamide 100 MG Oral Capsule",10019211,Headache
314285,"zonisamide 100 MG Oral Capsule",10024642,Listless
314285,"zonisamide 100 MG Oral Capsule",10013916,Dyskinesia
314285,"zonisamide 100 MG Oral Capsule",10023084,Itching
314285,"zonisamide 100 MG Oral Capsule",10014184,Eczema
314285,"zonisamide 100 MG Oral Capsule",10037844,Rash
314285,"zonisamide 100 MG Oral Capsule",10020751,Hypersensitivity
314285,"zonisamide 100 MG Oral Capsule",10015123,Erethism
314285,"zonisamide 100 MG Oral Capsule",10010300,Confusion
314285,"zonisamide 100 MG Oral Capsule",10012239,Delusion
314285,"zonisamide 100 MG Oral Capsule",10019063,Hallucination
314285,"zonisamide 100 MG Oral Capsule",10010770,"Consciousness disturbed"
314285,"zonisamide 100 MG Oral Capsule",10016825,Flushing
314285,"zonisamide 100 MG Oral Capsule",10016823,"Flushed face"
314285,"zonisamide 100 MG Oral Capsule",10030302,Oliguria
314285,"zonisamide 100 MG Oral Capsule",10016355,"Feeling of residual urine"
314285,"zonisamide 100 MG Oral Capsule",10036018,Pollakiuria
314285,"zonisamide 100 MG Oral Capsule",10011509,Crystalluria
314285,"zonisamide 100 MG Oral Capsule",10018867,Haematuria
314285,"zonisamide 100 MG Oral Capsule",10027564,"Micturition painful"
314285,"zonisamide 100 MG Oral Capsule",10007027,"Calculus urinary"
314285,"zonisamide 100 MG Oral Capsule",10038428,"Renal disorder"
314285,"zonisamide 100 MG Oral Capsule",10039020,Rhabdomyolysis
314285,"zonisamide 100 MG Oral Capsule",10028303,"Muscle dissolution"
314285,"zonisamide 100 MG Oral Capsule",10016373,"Feelings of weakness"
314285,"zonisamide 100 MG Oral Capsule",10028411,Myalgia
314285,"zonisamide 100 MG Oral Capsule",10039020,Rhabdomyolysis
314285,"zonisamide 100 MG Oral Capsule",10028303,"Muscle dissolution"
314285,"zonisamide 100 MG Oral Capsule",10023126,Jaundice
314285,"zonisamide 100 MG Oral Capsule",10019674,"Hepatic function disorder"
314285,"zonisamide 100 MG Oral Capsule",10023126,Jaundice
314285,"zonisamide 100 MG Oral Capsule",10019674,"Hepatic function disorder"
314285,"zonisamide 100 MG Oral Capsule",10007247,Carbuncle
314285,"zonisamide 100 MG Oral Capsule",10035664,Pneumonia
314285,"zonisamide 100 MG Oral Capsule",10022617,"Interstitial pneumonia"
314285,"zonisamide 100 MG Oral Capsule",10013968,Dyspnoea
314285,"zonisamide 100 MG Oral Capsule",10011224,Cough
314285,"zonisamide 100 MG Oral Capsule",10037660,Pyrexia
314285,"zonisamide 100 MG Oral Capsule",10035664,Pneumonia
314285,"zonisamide 100 MG Oral Capsule",10022617,"Interstitial pneumonia"
314285,"zonisamide 100 MG Oral Capsule",10038428,"Renal disorder"
314285,"zonisamide 100 MG Oral Capsule",10002965,"Aplasia pure red cell"
314285,"zonisamide 100 MG Oral Capsule",10001507,Agranulocytosis
314285,"zonisamide 100 MG Oral Capsule",10002034,Anaemia
314285,"zonisamide 100 MG Oral Capsule",10002967,"Aplastic anaemia"
314285,"zonisamide 100 MG Oral Capsule",10019674,"Hepatic function disorder"
314285,"zonisamide 100 MG Oral Capsule",10037660,Pyrexia
314285,"zonisamide 100 MG Oral Capsule",10037844,Rash
314285,"zonisamide 100 MG Oral Capsule",10020759,"Hypersensitivity symptom"
314285,"zonisamide 100 MG Oral Capsule",10020751,Hypersensitivity
314285,"zonisamide 100 MG Oral Capsule",10015123,Erethism
314285,"zonisamide 100 MG Oral Capsule",10019674,"Hepatic function disorder"
314285,"zonisamide 100 MG Oral Capsule",10037660,Pyrexia
314285,"zonisamide 100 MG Oral Capsule",10037844,Rash
314285,"zonisamide 100 MG Oral Capsule",10020760,"Hypersensitivity syndrome"
314285,"zonisamide 100 MG Oral Capsule",10020751,Hypersensitivity
314285,"zonisamide 100 MG Oral Capsule",10015123,Erethism
314285,"zonisamide 100 MG Oral Capsule",10020565,Hyperaemia
314285,"zonisamide 100 MG Oral Capsule",10030041,"Ocular hyperaemia"
314285,"zonisamide 100 MG Oral Capsule",10019211,Headache
314285,"zonisamide 100 MG Oral Capsule",10023084,Itching
314285,"zonisamide 100 MG Oral Capsule",10005191,Blister
314285,"zonisamide 100 MG Oral Capsule",10025421,Macule
314285,"zonisamide 100 MG Oral Capsule",10015150,Erythema
314285,"zonisamide 100 MG Oral Capsule",10037660,Pyrexia
314285,"zonisamide 100 MG Oral Capsule",10012431,Dermatitis
314285,"zonisamide 100 MG Oral Capsule",10012455,"Dermatitis exfoliative"
314285,"zonisamide 100 MG Oral Capsule",10015657,Exfoliation
314285,"zonisamide 100 MG Oral Capsule",10015277,Erythroderma
314285,"zonisamide 100 MG Oral Capsule",10030081,"Oculomucocutaneous syndrome"
314285,"zonisamide 100 MG Oral Capsule",10014986,"Epidermal necrolysis"
314285,"zonisamide 100 MG Oral Capsule",10028851,Necrosis
314285,"zonisamide 100 MG Oral Capsule",10028629,Myoglobinuria
314285,"zonisamide 100 MG Oral Capsule",10028041,"Movements involuntary"
314285,"zonisamide 100 MG Oral Capsule",10028339,"Muscle stiffness"
314285,"zonisamide 100 MG Oral Capsule",10001541,Akinesia
314285,"zonisamide 100 MG Oral Capsule",10010770,"Consciousness disturbed"
314285,"zonisamide 100 MG Oral Capsule",10037660,Pyrexia
314285,"zonisamide 100 MG Oral Capsule",10029282,"Neuroleptic malignant syndrome"
314285,"zonisamide 100 MG Oral Capsule",10029282,"Neuroleptic malignant syndrome"
402010,"risperidone 25 MG Injection",10039626,Schizophrenia
402010,"risperidone 25 MG Injection",10033371,Pain
402010,"risperidone 25 MG Injection",10039737,Scratch
402010,"risperidone 25 MG Injection",10016173,Fall
402010,"risperidone 25 MG Injection",10008531,Chills
402010,"risperidone 25 MG Injection",10022004,"Influenza like illness"
402010,"risperidone 25 MG Injection",10022000,Influenza
402010,"risperidone 25 MG Injection",10021113,Hypothermia
402010,"risperidone 25 MG Injection",10030095,Oedema
402010,"risperidone 25 MG Injection",10033371,Pain
402010,"risperidone 25 MG Injection",10030095,Oedema
402010,"risperidone 25 MG Injection",10030124,"Oedema peripheral"
402010,"risperidone 25 MG Injection",10030095,Oedema
402010,"risperidone 25 MG Injection",10016029,"Face oedema"
402010,"risperidone 25 MG Injection",10008479,"Chest pain"
402010,"risperidone 25 MG Injection",10016377,"Feels poorly"
402010,"risperidone 25 MG Injection",10037660,Pyrexia
402010,"risperidone 25 MG Injection",10013082,Discomfort
402010,"risperidone 25 MG Injection",10008469,"Chest discomfort"
402010,"risperidone 25 MG Injection",10017577,"Gait disturbance"
402010,"risperidone 25 MG Injection",10016256,Fatigue
402010,"risperidone 25 MG Injection",10003549,Asthenia
402010,"risperidone 25 MG Injection",10025482,Malaise
402010,"risperidone 25 MG Injection",10022998,Irritability
402010,"risperidone 25 MG Injection",10006223,"Breast discharge"
402010,"risperidone 25 MG Injection",10006242,"Breast enlargement"
402010,"risperidone 25 MG Injection",10030295,Oligomenorrhoea
402010,"risperidone 25 MG Injection",10027336,"Menstruation delayed"
402010,"risperidone 25 MG Injection",10013082,Discomfort
402010,"risperidone 25 MG Injection",10040477,"Sexual dysfunction"
402010,"risperidone 25 MG Injection",10018800,Gynaecomastia
402010,"risperidone 25 MG Injection",10016423,Feminisation
402010,"risperidone 25 MG Injection",10027339,"Menstruation irregular"
402010,"risperidone 25 MG Injection",10001928,Amenorrhoea
402010,"risperidone 25 MG Injection",10014326,"Ejaculation disorder"
402010,"risperidone 25 MG Injection",10017600,Galactorrhoea
402010,"risperidone 25 MG Injection",10027327,"Menstrual disorder"
402010,"risperidone 25 MG Injection",10021639,Incontinence
402010,"risperidone 25 MG Injection",10036018,Pollakiuria
402010,"risperidone 25 MG Injection",10013990,Dysuria
402010,"risperidone 25 MG Injection",10028334,"Muscle spasms"
402010,"risperidone 25 MG Injection",10008479,"Chest pain"
402010,"risperidone 25 MG Injection",10028836,"Neck pain"
402010,"risperidone 25 MG Injection",10028391,"Musculoskeletal pain"
402010,"risperidone 25 MG Injection",10036436,"Posture abnormal"
402010,"risperidone 25 MG Injection",10003239,Arthralgia
